,,,,,,,,,,
,Consumer prices of petroleum products net of duties and taxes,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
AT,,,,,,,,,,
,,,,,,,,,,
,Date,"ExchangeRateTo €",Euro-super 95  (I), Gas oil automobile Automotive gas oil Dieselkraftstoff (I), Gas oil de chauffage Heating gas oil Heizöl (II), Fuel oil - Schweres Heizöl (III) Soufre <= 1% Sulphur <= 1% Schwefel <= 1%,,,,
,,,1000L,1000L,1000L,t,,,,
HR,,,,,,,,,,
,,,,,,,,,,
,Date,"ExchangeRateTo €",Euro-super 95  (I), Gas oil automobile Automotive gas oil Dieselkraftstoff (I), Gas oil de chauffage Heating gas oil Heizöl (II), Fuel oil - Schweres Heizöl (III) Soufre <= 1% Sulphur <= 1% Schwefel <= 1%,GPL pour moteur LPG motor fuel,,,
,,,1000L,1000L,1000L,t,1000L,,,
,13/11/23,1.00000,760,988.2,819.86,804.56,643.05,,,
,06/11/23,1.00000,760,988.2,819.86,804.56,643.05,,,
,30/10/23,1.00000,760,997.8,851.86,804.56,632.65,,,
,23/10/23,1.00000,794.4,"1,007.4",811.86,804.56,672.65,,,
,16/10/23,1.00000,794.4,"1,009",843.86,804.56,680.65,,,
,09/10/23,1.00000,881.6,"1,040.2",891.86,804.56,728.65,,,
,02/10/23,1.00000,885.6,"1,036.2",887.86,804.56,728.65,,,
,25/09/23,1.00000,858.4,"1,001",899.86,804.56,721.45,,,
,18/09/23,1.00000,854.4,988.2,839.86,804.56,713.45,,,
,11/09/23,1.00000,846.4,960.2,823.86,804.56,713.45,,,
,04/09/23,1.00000,846.4,964.2,831.86,804.56,707.85,,,
,28/08/23,1.00000,825.6,953,811.86,804.56,699.85,,,
,21/08/23,1.00000,822.4,953.8,819.86,804.56,706.25,,,
,14/08/23,1.00000,800,893.8,799.86,804.56,698.25,,,
,07/08/23,1.00000,801.6,883.4,755.86,754.56,698.25,,,
,31/07/23,1.00000,760,838.6,699.86,754.56,698.25,,,
,24/07/23,1.00000,758.4,838.6,699.86,754.56,698.25,,,
,17/07/23,1.00000,742.4,821,679.86,754.56,698.25,,,
,10/07/23,1.00000,741.6,815.4,663.86,754.56,671.85,,,
,03/07/23,1.00000,758,816.6,667,754.56,684.65,,,
,26/06/23,1.00000,758,813.4,667,754.56,689.45,,,
,19/06/23,1.00000,743.6,796.6,663,754.56,713.45,,,
,12/06/23,1.00000,740.4,791,647,754.56,728.65,,,
,05/06/23,1.00000,688.4,758.2,643,754.56,720.65,,,
,29/05/23,1.00000,688.4,758.2,643,754.56,720.65,,,
,22/05/23,1.00000,688.4,750.2,679,754.56,712.65,,,
,15/05/23,1.00000,687.6,745.4,619,754.56,680.65,,,
,08/05/23,1.00000,768.4,827.8,655,754.56,712.65,,,
,01/05/23,1.00000,768.4,827.8,687,754.56,728.65,,,
,24/04/23,1.00000,792.4,842.2,719,754.56,752.65,,,
,17/04/23,1.00000,792.4,842.2,727,754.56,752.65,,,
,10/04/23,1.00000,760.4,850.2,711,754.56,736.65,,,
,03/04/23,1.00000,758,851.8,719,754.56,728.65,,,
,27/03/23,1.00000,763.6,899,731,754.56,728.65,,,
,20/03/23,1.00000,763.6,908.6,767,754.56,771.85,,,
,13/03/23,1.00000,747.6,899,779,784.56,787.85,,,
,06/03/23,1.00000,746,887,747,784.56,771.85,,,
,27/02/23,1.00000,746,891,767,784.56,767.05,,,
,20/02/23,1.00000,744.4,882.2,751,784.56,743.05,,,
,13/02/23,1.00000,768.4,967.8,779,784.56,751.05,,,
,06/02/23,1.00000,768.4,981.4,867,784.56,759.85,,,
,30/01/23,1.00000,718,947.8,855,784.56,743.85,,,
,23/01/23,1.00000,712.4,938.2,823,784.56,727.85,,,
,16/01/23,1.00000,704.4,945.4,799,784.56,703.85,,,
,09/01/23,1.00000,704.4,948.6,839,784.56,688.65,,,
,02/01/23,1.00000,679.22,936.6,837.5,784.52,672.19,,,
,26/12/22,0.13268,658.94,923.13,831.5,784.26,675.04,,,
,19/12/22,0.13263,759.52,984.26,793.02,866.9,682.78,,,
,12/12/22,0.13238,758.06,994.02,878.34,865.24,702.33,,,
,05/12/22,0.13243,851.6,"1,080.12",903.06,865.58,720.73,,,
,28/11/22,0.13247,851.84,"1,082.66",957.11,865.83,721.04,,,
,21/11/22,0.13258,863.16,"1,156.86","1,031.09",924.63,737.55,,,
,14/11/22,0.13251,862.7,"1,159.53","1,043.27",924.14,737.16,,,
,07/11/22,0.13267,807.06,"1,189.78","1,031.77",925.24,734.22,,,
,31/10/22,0.13278,807.75,"1,199.2","1,053.59",926.04,734.86,,,
,24/10/22,0.13274,772.42,"1,143.87","1,031.98",900.75,751.48,,,
,17/10/22,0.13286,767.85,"1,073.33",935.49,901.61,757.4,,,
,10/10/22,0.13284,767.69,"1,073.11",935.31,901.43,752.15,,,
,03/10/22,0.13285,743.3,"1,060.96",891.8,901.49,767.72,,,
,26/09/22,0.13284,752.62,"1,070.59",905.58,901.06,790.64,,,
,19/09/22,0.13295,752.4,"1,134.03",964.83,927.21,791.62,,,
,12/09/22,0.13299,757.71,"1,134.86",967.22,927.46,769.07,,,
,05/09/22,0.13303,818.8,"1,077.51",911.1,927.73,776.95,,,
,29/08/22,0.13312,819.18,"1,077.76",911.75,928.39,763.67,,,
,22/08/22,0.13313,819.14,"1,049.83",889.46,948.44,762.88,,,
,15/08/22,0.13328,831.8,"1,052.51",905.4,949.51,771.21,,,
,08/08/22,0.13312,905.29,"1,120.72",993.7,948.31,788.33,,,
,01/08/22,0.13296,907.43,"1,131.13","1,017.76",947.21,791.14,,,
,25/07/22,0.13299,"1,012.94","1,181.78","1,054.46",972.27,797.9,,,
,18/07/22,0.13310,"1,062.37","1,163.53","1,052.18",973.11,809.13,,,
,11/07/22,0.13301,"1,073.69","1,186.81","1,131.6",972.47,821.68,,,
,04/07/22,0.13280,"1,073.98","1,204.55","1,102.91",970.9,828.01,,,
,27/06/22,0.13274,"1,072.46","1,191.19","1,102.44",970.49,819.69,,,
,20/06/22,0.13302,"1,057.27","1,115.48","1,004.72",972.53,826.84,,,
,13/06/22,0.13295,"1,056.7","1,114.99","1,004.19",972.01,833.32,,,
,06/06/22,0.13294,"1,038.63","1,088.83",974.32,947.06,818.56,,,
,30/05/22,0.13279,"1,034.3","1,064.47",954.12,946.02,824.14,,,
,23/05/22,0.13285,986.04,"1,077.12",956.63,946.4,823.41,,,
,16/05/22,0.13293,972.66,"1,123.88","1,001.93",888.8,827.15,,,
,09/05/22,0.13274,905.61,"1,101.64",978.16,887.5,779,,,
,02/05/22,0.13226,874.8,"1,072.03",955.56,884.27,777.23,,,
,25/04/22,0.13224,856.7,"1,035.28",920.84,884.16,771.83,,,
,11/04/22,0.13242,845.46,"1,036.88",893.15,910.23,753.06,,,
,04/04/22,0.13253,884.34,"1,123.95",979.79,977.27,759.95,,,
,28/03/22,0.13204,763.61,935.89,958.21,"1,089.19",736.96,,,
,21/03/22,0.13204,880.57,"1,126.48",958.23,"1,089.22",772.79,,,
,14/03/22,0.13202,790.65,976.01,830.29,"1,089.05",743.2,,,
,07/03/22,0.13228,719.05,849.1,701.72,914.15,691.93,,,
,28/02/22,0.13218,711.02,832.73,683.55,797.83,667.95,,,
,21/02/22,0.13270,710.83,828.87,678.48,800.96,670.46,,,
,14/02/22,0.13281,709.97,823.24,675.89,801.67,672.33,,,
,07/02/22,0.13298,715.74,815.32,654.39,766.09,664.65,,,
,31/01/22,0.13281,706.79,809.74,647.2,748.54,652.25,,,
,24/01/22,0.13282,706.81,809.56,623.85,748.57,647.07,,,
,17/01/22,0.13285,683.79,787.51,603.79,690.67,644.22,,,
,10/01/22,0.13284,676.32,765.91,582.51,690.64,643.24,,,
,03/01/22,0.13300,674.56,763.82,559.78,691.45,621.65,,,
,20/12/21,0.13307,674.92,775.2,560.08,661.88,624.11,,,
,13/12/21,0.13296,646.08,772.77,530.91,661.35,620.21,,,
,06/12/21,0.13286,672.93,778.48,573.04,660.86,631.45,,,
,29/11/21,0.13282,673.24,778.64,578.16,680.57,635.91,,,
,22/11/21,0.13301,674.18,779.3,594.93,681.52,648.61,,,
,15/11/21,0.13311,670.96,769.14,588.99,682.04,640.59,,,
,08/11/21,0.13300,667.66,763.42,602.36,681.49,638.16,,,
,01/11/21,0.13289,667.08,762.76,606.09,680.9,641.76,,,
,25/10/21,0.13285,666.91,762.56,605.93,680.72,634.04,,,
,18/10/21,0.13318,668.58,764.47,590.4,682.43,620.82,,,
,11/10/21,0.13306,681.68,782.49,557.59,635.22,604.27,,,
,04/10/21,0.13346,660.14,755.16,536.1,637.13,593.27,,,
,27/09/21,0.13328,670.26,735.09,520.15,614.57,585.14,,,
,20/09/21,0.13324,674.07,715.42,505.04,601.03,565.85,,,
,13/09/21,0.13373,657.97,718.96,510.14,588.3,558.56,,,
,06/09/21,0.13356,642.82,708.43,500.95,587.55,552.82,,,
,30/08/21,0.13345,632.12,690.52,481.3,587.04,551.6,,,
,23/08/21,0.13341,648.15,695.86,492.89,586.86,551.54,,,
,16/08/21,0.13343,652.2,696.18,497.24,586.96,547.46,,,
,09/08/21,0.13334,667.24,713.01,512.91,586.57,549.13,,,
,02/08/21,0.13340,644.16,692.72,494.99,566.81,537.63,,,
,26/07/21,0.13290,657.8,704.68,510.15,564.69,543.05,,,
,19/07/21,0.13322,650.85,704.35,506.04,566.04,542.12,,,
,12/07/21,0.13343,647.17,705.45,505.34,566.93,541.04,,,
,05/07/21,0.13354,639.38,700.7,502.98,567.4,536.8,,,
,28/06/21,0.13340,619.71,687.16,491.78,546.8,530.68,,,
,21/06/21,0.13334,610.39,683.46,481.98,546.57,520.54,,,
,14/06/21,0.13353,605.69,677.79,475.18,535.59,519.35,,,
,07/06/21,0.13332,594.09,661.93,459.52,534.76,514.29,,,
,31/05/21,0.13322,589.7,659.61,455.97,517.71,509.53,,,
,24/05/21,0.13326,599.55,663.94,463.55,517.84,513.92,,,
,17/05/21,0.13304,606.14,660.95,463.87,533.63,517.14,,,
,10/05/21,0.13260,587.15,640.93,446.41,550.16,513.51,,,
,03/05/21,0.13257,583.83,633.14,444.18,533.45,507.02,,,
,26/04/21,0.13218,586.37,631.31,445.01,548.43,509.78,,,
,19/04/21,0.13208,575.86,621.93,434.4,534.78,503.98,,,
,12/04/21,0.13215,584.73,624.48,439.6,535.07,509.64,,,
,29/03/21,0.13206,585.29,634.63,450.93,534.71,508.56,,,
,22/03/21,0.13203,592.45,648.22,462.45,557.7,513.63,,,
,15/03/21,0.13193,570.04,631.68,445.21,573.76,513.13,,,
,08/03/21,0.13196,562.68,623.38,445.32,549.09,513.25,,,
,01/03/21,0.13197,548.89,623.42,436.9,549.13,512.86,,,
,22/02/21,0.13208,531.58,610.19,423.51,533.06,506.09,,,
,15/02/21,0.13207,520.97,592.18,405.52,533.02,507.63,,,
,08/02/21,0.13230,504.98,574.2,389.32,509.24,504.32,,,
,01/02/21,0.13202,504.96,571.92,394.82,465.25,500.07,,,
,25/01/21,0.13216,503.38,573.58,395.24,465.74,503.77,,,
,18/01/21,0.13239,482.11,558.68,378.98,466.54,497.23,,,
,11/01/21,0.13193,466.7,548.28,371.32,440.11,492.43,,,
,21/12/20,0.13267,459.78,542.89,365.98,429.59,472.07,,,
,14/12/20,0.13282,453.82,533.94,357.9,430.07,463.36,,,
,07/12/20,0.13263,451.14,533.26,356.31,429.18,455.15,,,
,30/11/20,0.13238,434.11,514.07,335.54,378.75,449.02,,,
,23/11/20,0.13225,438.96,508.36,329.91,378.36,453.85,,,
,16/11/20,0.13215,421.09,487.7,308.52,378.09,443.06,,,
,09/11/20,0.13221,417.87,481.44,302.3,378.24,442.17,,,
,02/11/20,0.13211,439.87,493.77,317.93,377.96,452.32,,,
,26/10/20,0.13196,448.88,497.55,322.86,377.54,462.89,,,
,19/10/20,0.13188,458,496.2,324.77,377.32,460.19,,,
,12/10/20,0.13208,456.57,486.36,314.27,377.87,452.52,,,
,05/10/20,0.13214,458.88,482.35,311.23,378.04,452.83,,,
,28/09/20,0.13245,465.27,486.78,311.97,378.94,448.72,,,
,21/09/20,0.13260,456.26,481.08,309.15,359.49,435.44,,,
,14/09/20,0.13268,462.8,498.78,325.26,384.65,435.7,,,
,07/09/20,0.13270,473.99,514.01,340.15,401.27,431.61,,,
,31/08/20,0.13284,466.31,516.9,339.45,401.7,428.03,,,
,24/08/20,0.13275,462.92,517.72,340.29,401.43,430.72,,,
,17/08/20,0.13280,452.48,521.12,341.49,401.59,434.4,,,
,10/08/20,0.13364,449.03,525.47,344.71,404.13,441.52,,,
,03/08/20,0.13377,461.13,533.58,356.82,404.52,446.23,,,
,27/07/20,0.13304,459.69,526.43,350.62,402.33,443.81,,,
,20/07/20,0.13273,462.86,530.29,356.17,401.38,445.85,,,
,13/07/20,0.13273,454.26,521.79,349.8,401.38,441.6,,,
,06/07/20,0.13226,454.75,515.7,345.06,399.95,439.92,,,
,29/06/20,0.13212,443.6,504.58,335.92,399.52,430.89,,,
,22/06/20,0.13171,430.52,494.69,323.92,342.31,424.81,,,
,15/06/20,0.13233,416.78,484.32,307.87,343.92,425.01,,,
,08/06/20,0.13219,398.89,467.2,272.23,343.56,411.66,,,
,01/06/20,0.13176,399.82,469.07,278.73,322.68,412.12,,,
,25/05/20,0.13185,363.16,437.73,248.74,322.9,391.3,,,
,18/05/20,0.13231,358.08,426.57,243.58,324.03,392.67,,,
,11/05/20,0.13219,324.97,399.63,224.64,323.73,367.98,,,
,04/05/20,0.13189,313.69,398.73,219.92,323,372.01,,,
,27/04/20,0.13241,330.8,432.81,244.08,390.47,382.58,,,
,20/04/20,0.13245,327.62,458.26,286.53,390.58,375.27,,,
,06/04/20,0.13114,340.65,475.46,303.64,386.73,361.18,,,
,30/03/20,0.13112,394.31,489.87,297.73,386.68,371.94,,,
,23/03/20,0.13148,429.87,513.8,340.18,387.72,391.77,,,
,16/03/20,0.13195,474.18,548.92,414.25,389.13,445.34,,,
,09/03/20,0.13245,503.21,566.99,435.63,493.25,478.7,,,
,02/03/20,0.13363,546.05,610.52,479.91,531.03,499.63,,,
,24/02/20,0.13396,534.55,604.53,472.53,532.35,491.55,,,
,17/02/20,0.13429,529.32,597.01,448.45,533.67,488.79,,,
,10/02/20,0.13414,537.73,606.41,484.1,566.6,495.53,,,
,03/02/20,0.13429,555.54,634.39,512.59,604.18,498.03,,,
,27/01/20,0.13438,563.11,650.41,526.91,586.31,504.82,,,
,20/01/20,0.13448,569.25,676.73,553.13,586.76,503.38,,,
,13/01/20,0.13433,567.51,680.34,556.79,586.07,495.16,,,
,06/01/20,0.13432,573.06,683.95,561.05,573.54,497.17,,,
,16/12/19,0.13441,553.86,653.32,533.46,555.37,486.85,,,
,09/12/19,0.13443,568.69,659.03,541.08,546.86,493.49,,,
,02/12/19,0.13444,568.76,647.59,530.38,544.77,493.44,,,
,25/11/19,0.13447,560.37,652.24,534.04,544.88,488.16,,,
,18/11/19,0.13441,562.26,651.08,531.32,544.62,488.04,,,
,11/11/19,0.13442,554.05,647.71,527.08,538.37,482.61,,,
,04/11/19,0.13425,541.3,650.31,532.84,537.67,475.43,,,
,28/10/19,0.13415,535.53,647.68,529.22,537.27,464.78,,,
,21/10/19,0.13445,549.73,649.98,529.32,538.47,466.89,,,
,14/10/19,0.13456,556.66,645.15,528.7,538.92,468.25,,,
,07/10/19,0.13471,564.8,661.25,545.43,539.5,471.02,,,
,30/09/19,0.13493,580.87,675.86,559.3,547.16,483.04,,,
,23/09/19,0.13501,548.47,655.94,541.26,547.47,464.52,,,
,16/09/19,0.13524,539,646.21,529.18,521.33,461.51,,,
,09/09/19,0.13518,545.27,636.32,519.55,521.12,465.21,,,
,02/09/19,0.13512,537.58,638.87,519.01,531.04,459.29,,,
,26/08/19,0.13526,538.11,630.3,516.28,531.56,464.18,,,
,19/08/19,0.13537,545.5,625.96,511.63,532.02,469.99,,,
,12/08/19,0.13530,581.26,651.08,540.05,548.66,469.75,,,
,05/08/19,0.13549,584.57,648.19,535.93,549.42,482.11,,,
,29/07/19,0.13549,587.39,642.77,532.67,549.42,497.28,,,
,22/07/19,0.13536,601.88,647.04,537.58,561.62,503.31,,,
,15/07/19,0.13525,575.53,632.56,521.67,552.78,491.97,,,
,08/07/19,0.13522,570.18,638.98,529.11,552.63,491.84,,,
,01/07/19,0.13519,553.85,628.04,516.02,552.52,480.38,,,
,24/06/19,0.13520,553.23,618.89,505.24,539.85,478.58,,,
,17/06/19,0.13503,547.7,617.49,504.62,539.06,472.92,,,
,10/06/19,0.13484,583.04,649.38,546.82,543.4,485.07,,,
,03/06/19,0.13481,601.24,668.54,561.26,553.38,484.96,,,
,27/05/19,0.13472,597.6,680.26,567.34,553.01,482.37,,,
,20/05/19,0.13465,586.52,670.22,561.35,552.73,475.66,,,
,13/05/19,0.13497,606.27,676.34,565.91,560.78,480.02,,,
,06/05/19,0.13491,616.8,676.92,569.99,560.55,483.16,,,
,29/04/19,0.13482,604.53,667.95,560.99,560.18,472.27,,,
,15/04/19,0.13448,592.25,653.25,546.66,552.99,460.97,,,
,08/04/19,0.13456,575.47,644.9,535.13,540.52,472,,,
,01/04/19,0.13465,560.78,637.37,534.42,534.15,472.96,,,
,25/03/19,0.13483,557.53,649.75,538.36,541.05,482.97,,,
,18/03/19,0.13487,543.67,653.83,542.83,541.21,499.19,,,
,11/03/19,0.13490,529.23,654.96,545.12,532.98,488.52,,,
,04/03/19,0.13454,530.1,651.3,548,518.94,498.22,,,
,25/02/19,0.13461,507.63,639.44,531.03,519.18,484.56,,,
,18/02/19,0.13491,492.36,628.13,519.04,510.62,477.01,,,
,11/02/19,0.13500,486.21,622.07,516.15,500.44,470.96,,,
,04/02/19,0.13485,487.84,621.51,514.73,494.5,458.36,,,
,28/01/19,0.13464,483.41,615.67,509.61,487.39,457.85,,,
,21/01/19,0.13465,480.21,603.87,502.1,487.42,457.88,,,
,14/01/19,0.13454,464.77,576.5,472.65,469.96,446.77,,,
,07/01/19,0.13461,453.79,559.43,458.88,462.78,437.29,,,
,17/12/18,0.13508,485.33,607.88,518.86,493.6,441.97,,,
,10/12/18,0.13537,489.62,605.39,514.55,511.98,437.39,,,
,03/12/18,0.13507,500.82,633.08,540.4,520.95,447.2,,,
,26/11/18,0.13458,522.28,667.95,572.37,557.3,461.75,,,
,19/11/18,0.13467,536.65,679.19,584.62,574.93,466.49,,,
,12/11/18,0.13464,566.69,696.7,603.88,620.71,483.51,,,
,05/11/18,0.13444,579.81,698.65,608.34,632.4,491.48,,,
,29/10/18,0.13456,587.44,698.64,604.58,632.97,498.39,,,
,22/10/18,0.13454,611.8,717.5,620.65,632.9,525.23,,,
,15/10/18,0.13489,631.71,720.42,626.56,623.05,537.48,,,
,08/10/18,0.13473,609.39,689.47,599.93,586.33,526.16,,,
,01/10/18,0.13454,595.08,672.78,584.02,561.42,525.63,,,
,24/09/18,0.13465,598.83,677.68,589.16,561.91,527.27,,,
,17/09/18,0.13459,605.45,679.75,588.9,561.66,526.39,,,
,10/09/18,0.13477,609.36,677.39,587.17,562.38,528.58,,,
,03/09/18,0.13454,603.81,664.19,566.81,561.43,532.32,,,
,27/08/18,0.13445,597.08,658.18,566.45,561.08,528.54,,,
,20/08/18,0.13483,597.11,656.65,560.47,562.63,527.95,,,
,13/08/18,0.13464,600.62,650.38,559.71,561.87,525.19,,,
,06/08/18,0.13481,604.58,655.59,563.63,562.55,523.67,,,
,30/07/18,0.13513,583.31,642.01,548.75,563.88,515.07,,,
,23/07/18,0.13518,601.48,657.82,566.25,564.09,533.65,,,
,16/07/18,0.13524,604.34,660.49,569.53,564.34,527.18,,,
,09/07/18,0.13493,600.16,652.52,566.62,563.06,519.94,,,
,02/07/18,0.13542,590.53,650.87,563.25,553.18,518.57,,,
,25/06/18,0.13546,594.16,652.57,564.5,553.34,524.13,,,
,18/06/18,0.13551,600.37,657.06,566.89,553.56,526.4,,,
,11/06/18,0.13552,613.32,674.26,581.04,553.61,526.45,,,
,04/06/18,0.13552,621.76,681.83,586.45,553.6,522.1,,,
,28/05/18,0.13523,607.98,668.24,577.61,543.88,515.46,,,
,21/05/18,0.13547,594.35,654.18,561.32,544.88,505.67,,,
,14/05/18,0.13544,573.28,623.34,543.83,506.67,491.45,,,
,07/05/18,0.13516,566.71,617.75,541.65,494.42,490.34,,,
,30/04/18,0.13495,550.39,602.75,526.77,478.54,489.8,,,
,23/04/18,0.13486,546.55,600.06,522.08,478.2,489.12,,,
,16/04/18,0.13490,532.81,584.07,506.07,467.03,480.76,,,
,09/04/18,0.13455,538.21,586.01,507.99,465.82,490.5,,,
,26/03/18,0.13437,511.8,558.02,479.36,459.82,468.13,,,
,19/03/18,0.13460,504.04,557.78,481.24,465.31,468.91,,,
,12/03/18,0.13432,507.83,564.78,486.69,464.34,467.94,,,
,05/03/18,0.13458,503.99,563.75,485.5,455.57,469.08,,,
,26/02/18,0.13435,493.42,545.76,467.44,454.76,468.25,,,
,19/02/18,0.13444,512.04,562.59,483.89,455.06,468.56,,,
,12/02/18,0.13418,530.4,581.82,502.3,469.1,484.86,,,
,05/02/18,0.13454,540.94,592.39,516.53,482.04,491.83,,,
,29/01/18,0.13474,532.59,590.69,515.16,483.04,492.58,,,
,22/01/18,0.13449,533.01,595.31,520.66,481.88,491.67,,,
,15/01/18,0.13452,527.41,588.97,518.08,481.97,491.77,,,
,08/01/18,0.13437,532.22,586.4,514.3,481.46,501.99,,,
,01/01/18,0.13441,524.84,577.74,505.83,477.42,502.12,,,
,18/12/17,0.13257,504.94,559.57,486.2,470.9,490.71,,,
,11/12/17,0.13259,510.85,564.41,489.45,476.4,488.65,,,
,04/12/17,0.13236,513.04,565.14,491.78,475.58,482.51,,,
,27/11/17,0.13230,510.77,563.16,488.36,491.88,477.09,,,
,20/11/17,0.13219,526.97,570.11,492.2,491.49,495.64,,,
,13/11/17,0.13245,507.44,556.08,474.3,469.54,477.43,,,
,06/11/17,0.13267,491.41,541.08,460.23,448.29,478.12,,,
,30/10/17,0.13294,487.32,543.15,462.24,443.23,468.78,,,
,23/10/17,0.13321,482.22,535.71,453.58,439.19,478.78,,,
,16/10/17,0.13327,481.25,536.69,455.16,434.05,478.98,,,
,09/10/17,0.13329,489.86,547.44,470.16,434.12,478.85,,,
,02/10/17,0.13339,487.02,532.16,458.98,421.9,479.95,,,
,25/09/17,0.13351,490.67,525.91,450.64,404.93,476.54,,,
,18/09/17,0.13361,494.46,521.93,443.72,405.24,476.91,,,
,11/09/17,0.13462,499.39,511.67,434.16,408.31,477.72,,,
,04/09/17,0.13486,479.14,503.3,424.57,409.04,488.17,,,
,28/08/17,0.13487,474.53,500.42,420.72,409.06,482.81,,,
,21/08/17,0.13504,478.36,509.26,426.86,409.57,480.28,,,
,14/08/17,0.13524,482.95,515.41,433.21,410.17,476.76,,,
,07/08/17,0.13507,472.53,505.17,424.04,409.67,456.73,,,
,31/07/17,0.13493,469.46,498.39,417.35,404.13,446.66,,,
,24/07/17,0.13496,457.99,490.81,410.94,404.19,432.48,,,
,17/07/17,0.13493,463.09,495.37,415.51,404.12,430.14,,,
,10/07/17,0.13506,457.03,486.2,406.17,435.29,418,,,
,03/07/17,0.13474,449.94,477.53,402.21,434.28,404.42,,,
,26/06/17,0.13491,453.82,482.1,407.01,414.56,410.84,,,
,19/06/17,0.13487,464.69,483.36,407.75,425.77,405.76,,,
,12/06/17,0.13493,481.2,501.92,426.5,432.71,407.66,,,
,05/06/17,0.13512,496.81,524.05,448.74,440.09,416.79,,,
,29/05/17,0.13489,493.69,520.35,446.89,439.33,418.13,,,
,22/05/17,0.13438,479.9,505.38,432.09,437.68,411.18,,,
,15/05/17,0.13453,482.59,506.59,432.03,450.68,413.9,,,
,08/05/17,0.13481,503.86,524.78,449.31,464.55,431.14,,,
,01/05/17,0.13398,523.9,538.8,466.16,461.68,440.17,,,
,24/04/17,0.13401,535.38,555,480.74,439.27,450.99,,,
,10/04/17,0.13450,498.08,520.46,449.15,440.89,447.8,,,
,03/04/17,0.13458,489.12,512.16,441.88,435.37,449.15,,,
,27/03/17,0.13442,483.8,517.13,447.26,442.77,464.84,,,
,20/03/17,0.13503,496.82,538.95,470.38,453.31,477.67,,,
,13/03/17,0.13453,511.32,550.93,481.54,486.06,485.25,,,
,06/03/17,0.13497,525.74,558.13,490.13,500.34,506.71,,,
,27/02/17,0.13463,530.86,552.5,484.03,499.06,513.17,,,
,20/02/17,0.13426,524.02,550.45,482.7,497.68,502.95,,,
,13/02/17,0.13426,521.88,551.52,485.39,497.68,494.35,,,
,06/02/17,0.13425,522.81,547.19,481.06,497.65,487.88,,,
,30/01/17,0.13374,524.04,542.12,479.24,487.74,486.03,,,
,23/01/17,0.13323,521.94,548.59,482.43,485.89,488.24,,,
,16/01/17,0.13277,525.24,556.25,490.85,484.21,480.18,,,
,09/01/17,0.13210,525.01,552.6,487.31,473.57,455.56,,,
,02/01/17,0.13237,516.44,544.93,481.2,474.53,448.01,,,
,19/12/16,0.13271,489.13,525.23,458.05,433.84,441.86,,,
,12/12/16,0.13274,476.17,511.53,442.42,410.04,434.51,,,
,05/12/16,0.13270,468.18,503.95,432.75,409.92,418.57,,,
,28/11/16,0.13268,445.6,478.4,407.73,393.27,408.95,,,
,21/11/16,0.13268,436.05,473.52,403.27,376.69,410.01,,,
,14/11/16,0.13315,449.4,481.14,411.08,378,421.14,,,
,07/11/16,0.13308,470.8,507.53,440.17,419.35,426.06,,,
,31/10/16,0.13317,477.06,509.98,440.97,419.61,424.62,,,
,24/10/16,0.13319,472.86,509.09,441.56,401.42,422.33,,,
,17/10/16,0.13322,471.06,502.39,434.21,391.53,420.62,,,
,10/10/16,0.13324,448.55,476.91,408.93,374.95,408.87,,,
,03/10/16,0.13324,443.31,471.56,404.65,358.28,411.1,,,
,26/09/16,0.13328,444.62,466.37,399.44,358.39,401.73,,,
,19/09/16,0.13312,445.37,469.44,401.09,357.96,402.42,,,
,12/09/16,0.13358,439.43,467.97,398.21,359.2,397.73,,,
,05/09/16,0.13332,451.78,479.83,409.15,358.49,394.48,,,
,29/08/16,0.13360,444.72,478.92,407.66,334.13,390.4,,,
,22/08/16,0.13353,425.26,452.93,380.75,333.96,375.35,,,
,15/08/16,0.13347,410.65,432.22,361.35,363.83,363.11,,,
,08/08/16,0.13369,412.09,447.06,375.86,364.44,372.49,,,
,01/08/16,0.13359,423.33,464.58,392.68,364.17,383.54,,,
,25/07/16,0.13360,428.68,469.29,396.96,364.18,383.66,,,
,18/07/16,0.13341,427.02,478.25,407.09,363.68,388.57,,,
,11/07/16,0.13375,451.55,488.78,420.97,364.61,394.92,,,
,04/07/16,0.13301,463.95,485.13,419.71,362.6,396.99,,,
,27/06/16,0.13299,449.92,483.54,417.5,354.28,401.06,,,
,20/06/16,0.13301,456.61,494.92,427.16,354.35,395.82,,,
,13/06/16,0.13279,465.31,493.14,424.33,353.76,387.52,,,
,06/06/16,0.13320,470.89,491.99,425.63,336.46,383.38,,,
,30/05/16,0.13360,466.33,483.97,418.37,320.78,384.75,,,
,23/05/16,0.13353,439.47,453.47,384.7,320.6,366.06,,,
,16/05/16,0.13340,432.52,447.89,377.16,303.61,365.69,,,
,09/05/16,0.13370,450.63,457.26,392.15,304.31,368.78,,,
,02/05/16,0.13310,436.47,440.84,373.14,302.94,370.53,,,
,25/04/16,0.13366,443.74,430.27,362.93,267.45,397.74,,,
,18/04/16,0.13324,417.85,398.03,330.9,266.62,381.48,,,
,11/04/16,0.13356,424.17,412.95,344.49,266.84,392.73,,,
,04/04/16,0.13313,432.4,427.61,359.37,287.56,400,,,
,21/03/16,0.13295,418,434.49,359.95,287.18,403.72,,,
,14/03/16,0.13219,387.05,407.88,342.02,285.53,397.28,,,
